Name,Passport,Snils,Symptoms,Analysis,Doctor,DateStart,DateEnd,Price,Card
Хохлов Славомыс Харламович,2722 503399,464-526-491 05,Боль в груди,Гастроэнтероскопия,Гастроэнтеролог,2025-02-27T19:55+03:00,2025-02-28T19:40+03:00,9700.0,4105 8459 0716 0011
Чумакова Божидара Платоновна,9008 694118,223-272-119 23,Повышенное давление,Рентгенография,Эндоскопист,2024-10-18T14:30+03:00,2024-10-17T19:15+03:00,3500.0,4188 6810 8330 3849
Гущина Искра Марковна,5400 831955,278-327-416 04,Повышенное давление,Электрокардиограмма (ЭКГ),Гепатолог,2025-03-17T16:37+03:00,2025-03-18T13:42+03:00,3900.0,5421 0490 3076 3772
Рябова Сбыслава Евдокимовна,1217 762275,425-880-603 95,Боль в груди,КТ (компьютерная томография),Гастроэнтеролог,2025-04-24T13:07+03:00,2025-04-25T12:41+03:00,5300.0,5479 4806 8873 5403
Антипов‎ Никита Прохорович,0123 944299,203-652-763 43,Затрудненное дыхание,Электрокардиограмма (ЭКГ),Уролог,2024-09-04T16:50+03:00,2024-09-05T14:05+03:00,5700.0,4276 8016 0960 6673
Гончарова Бояна Натановна,0610 709305,609-955-795 58,Затрудненное дыхание,УЗИ (ультразвуковое исследование),Нефролог,2024-09-10T20:35+03:00,2024-09-11T19:00+03:00,3200.0,2202 1507 5146 8157
Литвинов‎ Ладислав Феоктистович,2802 708085,390-660-853 00,Насморк,УЗИ (ультразвуковое исследование),Эндокринолог,2024-08-21T17:03+03:00,2024-08-22T19:10+03:00,4000.0,2202 2093 1606 9786
Щукин‎ Некрас Евгеньевич,8612 530144,410-448-082 37,Температура,МРТ (магнитно-резонансная томография),УЗИ-специалист,2025-02-13T19:50+03:00,2025-02-14T13:09+03:00,8500.0,2202 2005 3872 1417
Гноева Златоцвета Соломоновна,9821 447440,679-032-554 23,Головная боль,Электрокардиограмма (ЭКГ),Травматолог,2024-10-03T19:11+03:00,2024-10-04T12:31+03:00,2500.0,2200 7080 2909 7676
Сергеев‎ Молчан Израилевич,9615 295215,565-061-296 91,Повышенное давление,Гастроэнтероскопия,Невропатолог,2024-08-05T16:27+03:00,2024-08-06T14:16+03:00,5900.0,5421 0428 2940 2062
Уткин‎ Горецвет Леонович,1418 679207,300-526-285 17,Повышенное давление,КТ (компьютерная томография),Ортодонт,2025-05-09T20:32+03:00,2025-05-08T12:24+03:00,2300.0,4105 8482 8847 8561
Круглов‎ Жизнобуд Ефремович,2712 246655,550-555-365 85,Головная боль,МРТ (магнитно-резонансная томография),Диетолог,2025-04-10T13:48+03:00,2025-04-11T19:12+03:00,4700.0,2200 7094 2503 7936
Козлов‎ Лютой Германович,5904 200454,138-261-686 74,Температура,Гастроэнтероскопия,Лор,2024-10-03T13:51+03:00,2024-10-04T19:07+03:00,2700.0,5244 6894 9956 9601
Назаров‎ Властимир Захарьевич,4113 494944,744-147-105 84,Затрудненное дыхание,КТ (компьютерная томография),УЗИ-специалист,2024-07-23T15:52+03:00,2024-07-24T14:23+03:00,3700.0,2200 2451 5648 4202
Золотарева Воислава Иосифовна,9216 316106,293-244-999 11,Затрудненное дыхание,Электрокардиограмма (ЭКГ),Кардиоревматолог,2024-11-07T19:24+03:00,2024-11-08T19:38+03:00,7100.0,2202 1530 8289 2509
Бабушкин‎ Домаслав Фокич,2015 844988,174-133-910 54,Головная боль,УЗИ (ультразвуковое исследование),Кардиоревматолог,2025-02-05T18:14+03:00,2025-02-06T16:40+03:00,1300.0,2202 2056 1766 2059
Дмитриев‎ Творимир Устимович,7812 735615,032-640-309 11,Повышенное давление,МРТ (магнитно-резонансная томография),Фтизиатр,2025-02-10T20:53+03:00,2025-02-11T12:11+03:00,2400.0,2200 7056 8775 0463
Трофимов‎ Вячеслав Ааронович,3720 859693,411-810-167 25,Повышенное давление,Рентгенография,Гериатр,2024-09-05T15:16+03:00,2024-09-06T20:16+03:00,5200.0,5479 4850 9252 7363
Балашова Любава Марковна,2822 322869,922-664-361 13,Головная боль,Рентгенография,Пульмонолог,2024-07-19T14:55+03:00,2024-07-18T14:52+03:00,9300.0,4188 6845 1510 9906
Свешников‎ Добрыня Михалыч,7108 458724,443-669-904 20,Слабость,Электрокардиограмма (ЭКГ),Онкогинеколог,2024-09-11T18:04+03:00,2024-09-12T12:48+03:00,7600.0,2200 7098 8608 5539
Поликарпов‎ Богомил Викторович,9321 790634,828-677-902 70,Затрудненное дыхание,Рентгенография,Косметолог,2025-03-21T13:16+03:00,2025-03-20T18:45+03:00,4600.0,4276 8018 5249 1703
Шаповалова Всеслава Васильевна,8002 755628,725-940-347 10,Повышенное давление,УЗИ (ультразвуковое исследование),Ортопед,2025-02-21T13:44+03:00,2025-02-20T18:14+03:00,4700.0,5421 0416 3553 1725
Грибков‎ Соловей Бориславович,6221 579285,595-052-171 01,Одышка,КТ (компьютерная томография),Оториноларинголог,2024-10-11T16:58+03:00,2024-10-10T14:47+03:00,1200.0,4105 8434 8938 1349
Губанова Милодана Сидоровна,8401 678657,890-431-748 22,Насморк,КТ (компьютерная томография),Невропатолог,2024-12-31T19:14+03:00,2025-01-01T15:09+03:00,1000.0,2200 7083 1310 1816
Бирюкова Всемила Исаевна,5502 524461,267-163-150 75,Слабость,МРТ (магнитно-резонансная томография),Диетолог,2025-03-20T17:19+03:00,2025-03-21T14:49+03:00,4100.0,2202 2004 9676 0524
Дадина Неждана Вахтанговна,6717 535004,071-254-946 56,Насморк,Биохимический анализ крови,Иммунолог,2024-09-12T13:27+03:00,2024-09-13T20:05+03:00,2900.0,5101 2607 9949 7631
Скрябина Велислава Анатольевна,5305 147489,365-847-697 47,Слабость,Рентгенография,Кардиоревматолог,2024-10-14T14:46+03:00,2024-10-15T20:24+03:00,4700.0,2200 2408 7759 7543
Аникина Братислава Богдановна,3009 098237,617-072-434 75,Боль в горле,Биохимический анализ крови,Иммунолог,2024-12-26T14:35+03:00,2024-12-27T14:47+03:00,8300.0,2200 2491 4075 9293
Воронов‎ Казимир Ибрагимович,7907 666971,922-690-555 20,Боль в груди,Гастроэнтероскопия,Гастроэнтеролог,2024-08-09T13:28+03:00,2024-08-08T18:08+03:00,1400.0,4188 6805 8412 8035
Яковлев‎ Пересвет Ефремович,7011 033076,469-398-593 76,Боль в груди,Гастроэнтероскопия,Оториноларинголог,2025-03-21T16:02+03:00,2025-03-20T14:16+03:00,6500.0,5479 4845 4310 0886
Григорьев‎ Берислав Ибрагимович,7811 065084,842-400-222 53,Повышенное давление,МРТ (магнитно-резонансная томография),Гастроэнтеролог,2024-08-06T17:44+03:00,2024-08-07T16:10+03:00,4700.0,2202 2058 1628 0580
Куприянов‎ Святополк  Рустамович,7310 459661,709-354-989 35,Повышенное давление,КТ (компьютерная томография),Психиатр,2024-10-03T14:44+03:00,2024-10-04T16:40+03:00,3800.0,2202 1584 7607 0332
Грибкова Белослава Денисовна,0620 477217,602-788-235 98,Головная боль,Гастроэнтероскопия,Фтизиатр,2025-04-04T15:34+03:00,2025-04-03T20:09+03:00,2500.0,4377 7248 4256 4923
Соколова Ростислава Осиповна,5512 838502,341-968-018 91,Повышенное давление,УЗИ (ультразвуковое исследование),Кардиолог,2024-10-16T12:39+03:00,2024-10-17T17:18+03:00,7400.0,5421 0486 8008 5853
Латышев‎ Милобуд Вениаминович,8501 481135,386-731-155 10,Температура,Электрокардиограмма (ЭКГ),Физиотерапевт,2024-09-26T15:39+03:00,2024-09-27T13:45+03:00,3600.0,4105 8495 2003 0672
Родионов‎ Ростих Викторович,2201 316755,728-373-722 25,Головная боль,КТ (компьютерная томография),Пульмонолог,2024-09-18T17:36+03:00,2024-09-19T14:39+03:00,5500.0,5479 4821 7804 7131
Трофимова Здебора Никодимовна,8013 569253,374-995-525 52,Слабость,Электрокардиограмма (ЭКГ),Неонатолог,2024-12-06T14:32+03:00,2024-12-05T17:22+03:00,2200.0,4276 8056 1840 7330
Мельников‎ Лютовлад Маркыч,3222 660968,273-328-024 62,Боль в груди,Кровь (общий анализ),Офтальмолог,2025-01-31T19:54+03:00,2025-01-30T12:04+03:00,5400.0,5244 6883 7258 9538
Ерофеев‎ Судислав Эдгардович,9100 157765,620-867-427 98,Затрудненное дыхание,КТ (компьютерная томография),Психотерапевт,2025-02-07T17:36+03:00,2025-02-06T12:05+03:00,5700.0,2200 2444 3951 7467
Панов‎ Велиград Иваныч,0702 996399,511-490-144 43,Боль в горле,КТ (компьютерная томография),Офтальмолог,2024-08-14T18:06+03:00,2024-08-15T12:40+03:00,5400.0,4105 8494 5412 5845
Хромова Передслава Константиновна,9904 233260,394-089-859 44,Боль в горле,МРТ (магнитно-резонансная томография),Уролог,2024-07-25T12:34+03:00,2024-07-26T19:57+03:00,7200.0,2202 2095 0519 9235
Швецов‎ Пересвет Геннадьевич,9919 479565,901-286-756 00,Повышенное давление,Кровь (общий анализ),Гастроэнтеролог,2024-09-11T12:38+03:00,2024-09-12T17:08+03:00,6700.0,2202 1523 9332 6372
Воронина Томила Богдановна,6518 391044,362-023-355 34,Боль в груди,УЗИ (ультразвуковое исследование),Гепатолог,2024-12-02T12:15+03:00,2024-12-03T16:26+03:00,6100.0,4105 8449 1271 0267
Боброва Дарина Юрьевна,1301 243555,655-886-074 57,Температура,КТ (компьютерная томография),Офтальмолог,2024-09-20T20:51+03:00,2024-09-19T18:36+03:00,8500.0,5244 6885 0764 2677
Золотарева Болеслава Яковлевна,3322 425001,016-972-471 73,Повышенное давление,МРТ (магнитно-резонансная томография),Невропатолог,2024-11-21T15:53+03:00,2024-11-22T19:49+03:00,2600.0,2202 2062 1987 4041
Галкин‎ Монислав Евсеевич,7505 776004,257-399-858 46,Насморк,Биохимический анализ крови,Гастроэнтеролог,2025-01-09T14:11+03:00,2025-01-10T16:27+03:00,1000.0,5421 0434 6679 6006
Потапов‎ Бранимир Рудольфович,9419 376807,035-614-673 50,Слабость,МРТ (магнитно-резонансная томография),Косметолог,2025-03-18T12:17+03:00,2025-03-19T12:49+03:00,2500.0,4105 8479 6688 2396
